-46.00,227.24,243.80
-47.84,224.48,241.96
-48.76,225.40,243.80
-46.00,222.64,242.88
-49.68,224.48,245.64
-47.84,222.64,243.80
-49.68,222.64,241.04
-46.92,220.80,241.96
-48.76,222.64,244.72
-46.92,226.32,242.88
-48.76,222.64,244.72
-46.92,220.80,242.88
-46.92,224.48,244.72
-48.76,223.56,243.80
-48.76,222.64,244.72
-47.84,223.56,241.96
-47.84,225.40,244.72
-46.92,223.56,242.88
-48.76,224.48,242.88
-48.76,225.40,244.72
-46.00,223.56,243.80
-47.84,223.56,244.72
-47.84,222.64,243.80
-46.00,224.48,243.80
-48.76,226.32,241.96
-47.84,221.72,243.80
-47.84,223.56,243.80
-48.76,225.40,241.96
-46.92,223.56,243.80
-46.00,224.48,243.80
-47.84,225.40,243.80
-48.76,223.56,243.80
-46.00,225.40,243.80
-48.76,225.40,242.88
-48.76,224.48,241.96
-46.92,222.64,241.96
-47.84,223.56,242.88
-47.84,225.40,242.88
-46.92,223.56,241.96
-46.92,223.56,243.80
-47.84,223.56,242.88
-47.84,223.56,241.96
-46.92,222.64,241.96
-47.84,223.56,242.88
-45.08,225.40,242.88
-48.76,224.48,241.96
-48.76,222.64,244.72
-48.76,224.48,242.88
-47.84,224.48,244.72
-46.92,223.56,242.88
-49.68,223.56,244.72
-46.92,223.56,243.80
-46.92,223.56,243.80
-46.00,226.32,241.04
-46.92,224.48,243.80
-46.00,224.48,242.88
-46.00,223.56,241.04
-49.68,220.80,244.72
-47.84,222.64,242.88
-49.68,223.56,242.88
-46.92,225.40,244.72
-47.84,223.56,244.72
-47.84,223.56,241.96
-46.00,220.80,241.96
-48.76,222.64,243.80
-46.92,224.48,242.88
-46.92,224.48,243.80
-46.00,221.72,241.04
-46.00,223.56,242.88
-47.84,222.64,242.88
-46.92,224.48,242.88
-46.92,222.64,243.80
-47.84,225.40,241.96
-46.92,224.48,242.88
-46.00,222.64,241.96
-48.76,221.72,241.96
-48.76,224.48,241.96
-46.00,223.56,241.96
-48.76,221.72,242.88
-47.84,223.56,244.72
-47.84,224.48,241.04
-48.76,224.48,242.88
-47.84,223.56,240.12
-48.76,225.40,242.88
-47.84,225.40,241.96
-47.84,223.56,243.80
-49.68,223.56,243.80
-47.84,222.64,243.80
-48.76,225.40,242.88
-47.84,225.40,242.88
-47.84,224.48,244.72
-48.76,221.72,243.80
-48.76,223.56,243.80
-46.92,223.56,243.80
-47.84,225.40,240.12
-47.84,225.40,241.96
-47.84,223.56,241.96
-47.84,226.32,241.96
-49.68,222.64,243.80
-47.84,223.56,244.72
