-0.92,-0.92,-0.92
0.92,-0.92,0.92
0.00,0.00,-1.84
0.00,-1.84,2.76
0.92,-0.92,2.76
0.92,-0.92,0.92
-0.92,1.84,0.00
0.92,0.92,-0.92
0.92,0.92,-0.92
0.00,-1.84,0.92
0.00,-1.84,2.76
0.92,1.84,1.84
1.84,0.00,-0.92
0.00,0.00,-0.92
0.00,-0.92,0.00
-0.92,-1.84,0.00
0.00,-2.76,-0.92
0.92,0.00,-1.84
0.00,-0.92,-0.92
0.00,-0.92,0.92
0.00,0.00,0.92
-0.92,-0.92,1.84
3.68,0.92,-1.84
1.84,0.00,-1.84
-0.92,0.00,0.92
1.84,0.92,-0.92
0.00,0.00,0.00
1.84,0.00,1.84
0.92,0.92,0.00
1.84,-0.92,-1.84
0.92,1.84,1.84
0.92,0.92,0.92
-3.68,-0.92,1.84
0.92,-0.92,-0.92
-0.92,2.76,-1.84
0.92,0.92,-0.92
1.84,0.92,0.00
1.84,0.00,0.92
0.00,-0.92,0.00
0.92,0.92,-1.84
0.00,0.92,0.92
-1.84,1.84,1.84
0.92,-1.84,0.92
0.00,1.84,0.92
0.00,0.92,1.84
3.68,0.92,0.92
-0.92,0.92,-0.92
0.00,1.84,0.00
-0.92,0.92,0.92
0.00,0.00,0.92
0.00,1.84,0.00
1.84,0.92,0.92
-0.92,0.92,0.92
-2.76,-1.84,0.92
0.92,0.00,0.00
0.92,-0.92,0.92
1.84,0.00,0.92
-0.92,0.92,-0.92
0.00,-0.92,-0.92
0.92,0.00,2.76
0.92,0.92,-0.92
3.68,-0.92,0.92
-0.92,0.92,0.92
1.84,0.00,0.00
-0.92,0.92,0.00
-0.92,1.84,0.92
2.76,0.00,0.92
-0.92,-0.92,0.00
1.84,0.92,0.00
-0.92,0.00,0.00
-0.92,0.00,0.00
0.92,0.92,0.00
-1.84,-1.84,0.00
2.76,1.84,2.76
1.84,0.00,-1.84
-2.76,-1.84,1.84
-0.92,2.76,0.00
0.92,-1.84,1.84
0.00,0.92,1.84
0.92,-0.92,1.84
0.00,-0.92,0.92
1.84,-0.92,2.76
0.00,-0.92,0.00
-0.92,-0.92,0.00
-0.92,0.00,0.00
0.92,1.84,0.92
0.92,1.84,0.92
-1.84,0.00,0.00
-0.92,-1.84,-0.92
0.92,-0.92,-1.84
0.92,1.84,2.76
0.00,0.00,-0.92
0.92,2.76,0.00
0.92,-1.84,0.00
-0.92,-1.84,0.92
0.00,0.00,-0.92
0.00,0.92,-0.92
-0.92,0.92,1.84
-1.84,-0.92,1.84
-0.92,0.92,0.00
