-1.84,0.92,1.84
-0.92,2.76,1.84
-1.84,1.84,1.84
-0.92,-0.92,0.92
0.00,-0.92,0.92
0.00,3.68,3.68
-2.76,-0.92,2.76
-1.84,0.92,3.68
-0.92,2.76,0.92
-1.84,3.68,3.68
-2.76,0.00,0.92
0.00,2.76,2.76
-1.84,0.92,1.84
-1.84,2.76,1.84
0.00,0.92,0.92
0.92,0.92,3.68
0.92,0.92,1.84
0.92,0.00,1.84
-1.84,0.92,1.84
-2.76,0.00,1.84
-2.76,2.76,0.92
0.00,3.68,1.84
1.84,2.76,1.84
-1.84,1.84,3.68
-0.92,0.92,5.52
-0.92,-0.92,0.00
0.00,0.92,2.76
-1.84,-0.92,3.68
-3.68,4.60,2.76
-1.84,1.84,1.84
-1.84,0.92,0.92
0.00,3.68,2.76
-2.76,0.92,2.76
-1.84,-0.92,3.68
0.92,1.84,2.76
-0.92,0.92,4.60
1.84,1.84,1.84
-0.92,2.76,2.76
-1.84,3.68,0.92
0.00,1.84,1.84
-2.76,0.92,3.68
0.00,0.00,1.84
0.92,2.76,2.76
0.00,1.84,0.92
0.92,0.00,2.76
-1.84,2.76,0.00
-2.76,3.68,1.84
-0.92,1.84,3.68
-0.92,1.84,2.76
-0.92,0.92,4.60
0.00,1.84,0.92
-2.76,1.84,2.76
-1.84,1.84,0.92
0.92,1.84,0.92
0.00,2.76,1.84
-1.84,0.00,3.68
-1.84,2.76,2.76
0.00,0.00,1.84
0.00,1.84,3.68
0.92,-0.92,0.92
-1.84,1.84,2.76
-0.92,0.92,2.76
-0.92,1.84,1.84
-3.68,1.84,2.76
0.92,3.68,0.92
-0.92,0.92,4.60
-1.84,0.00,2.76
-0.92,2.76,4.60
-0.92,1.84,0.92
-2.76,0.00,3.68
-0.92,0.00,0.92
0.00,0.00,0.92
-0.92,3.68,0.92
-0.92,0.92,0.92
-2.76,-0.92,1.84
-0.92,0.00,2.76
-1.84,1.84,1.84
0.00,1.84,2.76
0.92,1.84,1.84
-0.92,0.92,2.76
0.00,1.84,4.60
-3.68,4.60,3.68
0.00,0.92,1.84
-0.92,1.84,0.00
0.00,0.00,2.76
0.00,2.76,1.84
-2.76,0.00,1.84
0.00,1.84,3.68
0.00,2.76,0.00
-1.84,0.00,4.60
-0.92,1.84,0.00
0.00,3.68,1.84
0.92,2.76,1.84
0.92,0.00,2.76
0.92,-0.92,2.76
-0.92,1.84,2.76
0.00,3.68,-0.92
-0.92,2.76,2.76
-2.76,1.84,3.68
0.92,0.92,2.76
